tool_name,neighbor_name,similarity,rank
searchMusic,searchSongs,0.80275,1
searchMusic,retrieveArtistInfo,0.785747,2
searchMusic,getAlbumInfo,0.77248,3
searchMusic,getTrackDetails,0.752791,4
searchMusic,GetMusicTrackDetails,0.70725,5
filterArticles,getTrendingNews,0.755924,1
filterArticles,getHeadlines,0.697044,2
filterArticles,searchArticles,0.687871,3
filterArticles,filterNewsByCategory,0.674073,4
filterArticles,searchArticlesByCountry,0.666362,5
getHeadlines,getTrendingNews,0.806335,1
getHeadlines,filterArticles,0.697044,2
getHeadlines,searchHistoricalNewspapers,0.676394,3
getHeadlines,getHeadlinesByDate,0.674269,4
getHeadlines,filterArticlesBySource,0.659815,5
getTrendingNews,getHeadlines,0.806335,1
getTrendingNews,filterArticles,0.755924,2
getTrendingNews,retrieveTrendingNews,0.656128,3
getTrendingNews,searchHistoricalNewspapers,0.599817,4
getTrendingNews,filterArticlesBySource,0.595909,5
getBookCatalog,getBookByAuthor,0.88496,1
getBookCatalog,getBookByCat,0.867844,2
getBookCatalog,searchBooks,0.860427,3
getBookCatalog,getBookCategories,0.848125,4
getBookCatalog,listBooks,0.832745,5
getBookByCat,getBookByAuthor,0.899218,1
getBookByCat,getBookCatalog,0.867844,2
getBookByCat,getBookCategories,0.860777,3
getBookByCat,listBooks,0.826497,4
getBookByCat,searchBooks,0.823028,5
getBookByAuthor,getBookByCat,0.899218,1
getBookByAuthor,getBookCatalog,0.88496,2
getBookByAuthor,searchBooks,0.843741,3
getBookByAuthor,getBookCategories,0.805919,4
getBookByAuthor,listBooks,0.795346,5
searchBooks,getBookCatalog,0.860427,1
searchBooks,getBookByAuthor,0.843741,2
searchBooks,getBookCategories,0.828382,3
searchBooks,getBookByCat,0.823028,4
searchBooks,listBooks,0.816904,5
getBookCategories,getBookByCat,0.860777,1
getBookCategories,getBookCatalog,0.848125,2
getBookCategories,searchBooks,0.828382,3
getBookCategories,getBookByAuthor,0.805919,4
getBookCategories,listBooks,0.792139,5
listBooks,getBookCatalog,0.832745,1
listBooks,getBookByCat,0.826497,2
listBooks,searchBooks,0.816904,3
listBooks,getBookByAuthor,0.795346,4
listBooks,getBookCategories,0.792139,5
manageBookshelf,getBookCatalog,0.698987,1
manageBookshelf,getBookByAuthor,0.676763,2
manageBookshelf,listBooks,0.659901,3
manageBookshelf,getBookByCat,0.652259,4
manageBookshelf,getBookCategories,0.651376,5
getStoreInfo,getOrderDetails,0.911033,1
getStoreInfo,getUserOrderDetails,0.631804,2
getStoreInfo,getStoreReviews,0.610552,3
getStoreInfo,processPayment_by_id,0.590353,4
getStoreInfo,searchStore,0.570659,5
getOrderDetails,getStoreInfo,0.911033,1
getOrderDetails,getUserOrderDetails,0.733412,2
getOrderDetails,processPayment_by_id,0.645357,3
getOrderDetails,getStoreReviews,0.607721,4
getOrderDetails,placeOrder,0.601638,5
getFlightInfo,getTransportInfo,0.860167,1
getFlightInfo,getAirportShops,0.786389,2
getFlightInfo,getParkingInfo,0.782937,3
getFlightInfo,getCityShow,0.542721,4
getFlightInfo,getBusRoutes,0.535036,5
getAirportShops,getTransportInfo,0.864257,1
getAirportShops,getFlightInfo,0.786389,2
getAirportShops,getParkingInfo,0.747047,3
getAirportShops,getStationInformation,0.480541,4
getAirportShops,RetrieveDutchStationInfo,0.477612,5
getParkingInfo,getTransportInfo,0.804031,1
getParkingInfo,getFlightInfo,0.782937,2
getParkingInfo,getAirportShops,0.747047,3
getParkingInfo,getParkingAvailability,0.675408,4
getParkingInfo,getTrafficData,0.524088,5
getTransportInfo,getAirportShops,0.864257,1
getTransportInfo,getFlightInfo,0.860167,2
getTransportInfo,getParkingInfo,0.804031,3
getTransportInfo,RetrieveDutchStationInfo,0.544123,4
getTransportInfo,getTrafficData,0.540902,5
getRealTimePrice,getHistoricalPrice,0.855272,1
getRealTimePrice,getRealTimeCryptoData,0.734666,2
getRealTimePrice,getCryptocurrencyCurrentPrice,0.711355,3
getRealTimePrice,createOrder,0.704544,4
getRealTimePrice,getCurrentPrice,0.690175,5
getHistoricalPrice,getRealTimePrice,0.855272,1
getHistoricalPrice,getHistoricalCryptoData,0.746572,2
getHistoricalPrice,createOrder,0.743545,3
getHistoricalPrice,getRealTimeCryptoData,0.69717,4
getHistoricalPrice,getAccountInfo,0.696275,5
getAccountInfo,getHistoricalPrice,0.696275,1
getAccountInfo,getRealTimePrice,0.647815,2
getAccountInfo,getNotifications,0.585946,3
getAccountInfo,createOrder,0.558447,4
getAccountInfo,getFederalAccountBalance,0.546037,5
createOrder,getHistoricalPrice,0.743545,1
createOrder,getRealTimePrice,0.704544,2
createOrder,deleteOrder,0.676787,3
createOrder,getTechnicalIndicators,0.671851,4
createOrder,getCurrentPrice,0.623325,5
deleteOrder,createOrder,0.676787,1
deleteOrder,getHistoricalPrice,0.526804,2
deleteOrder,manageOrder,0.498351,3
deleteOrder,compareProducts,0.497458,4
deleteOrder,getRealTimePrice,0.47319,5
getNotifications,getAccountInfo,0.585946,1
getNotifications,subscribeTenderNotifications,0.555198,2
getNotifications,getRealTimePrice,0.542351,3
getNotifications,getHistoricalPrice,0.539414,4
getNotifications,createOrder,0.510175,5
getWordDefinition,getWordPartOfSpeech,0.925009,1
getWordDefinition,getWordExamples,0.863371,2
getWordDefinition,getWordDefinitions,0.828099,3
getWordDefinition,getWordSynonyms,0.791239,4
getWordDefinition,getWordPronunciation,0.779168,5
getWordPronunciation,getWordPronunciations,0.872169,1
getWordPronunciation,getWordDefinition,0.779168,2
getWordPronunciation,getWordPartOfSpeech,0.778897,3
getWordPronunciation,getWordExamples,0.754944,4
getWordPronunciation,getWordSynonyms,0.742392,5
getWordSynonyms,getWordExamples,0.840362,1
getWordSynonyms,getSynonyms,0.833734,2
getWordSynonyms,getWordDefinition,0.791239,3
getWordSynonyms,getWordPartOfSpeech,0.764424,4
getWordSynonyms,getSynonymsAntonyms,0.760039,5
getWordExamples,getWordDefinition,0.863371,1
getWordExamples,getWordSynonyms,0.840362,2
getWordExamples,getWordPartOfSpeech,0.832466,3
getWordExamples,getWordPronunciation,0.754944,4
getWordExamples,getSynonymsAntonyms,0.753622,5
getWordPartOfSpeech,getWordDefinition,0.925009,1
getWordPartOfSpeech,getWordExamples,0.832466,2
getWordPartOfSpeech,getWordPronunciation,0.778897,3
getWordPartOfSpeech,getWordDefinitions,0.767912,4
getWordPartOfSpeech,getWordSynonyms,0.764424,5
getRandomQuote,getQuotesByAuthor,0.724072,1
getRandomQuote,addQuote,0.721893,2
getRandomQuote,updateQuote,0.705694,3
getRandomQuote,getQuotesByTag,0.675187,4
getRandomQuote,getRandomQuotesByCount,0.668675,5
getQuotesByAuthor,listQuotesByAuthor,0.832817,1
getQuotesByAuthor,addQuote,0.814238,2
getQuotesByAuthor,getQuotesByTag,0.803174,3
getQuotesByAuthor,updateQuote,0.778469,4
getQuotesByAuthor,getQuotesWithPagination,0.756356,5
getQuotesByTag,addQuote,0.845611,1
getQuotesByTag,getQuotesByAuthor,0.803174,2
getQuotesByTag,updateQuote,0.774657,3
getQuotesByTag,getRandomQuote,0.675187,4
getQuotesByTag,listQuotesByAuthor,0.653609,5
addQuote,updateQuote,0.899211,1
addQuote,getQuotesByTag,0.845611,2
addQuote,getQuotesByAuthor,0.814238,3
addQuote,getRandomQuote,0.721893,4
addQuote,listQuotesByAuthor,0.703057,5
updateQuote,addQuote,0.899211,1
updateQuote,getQuotesByAuthor,0.778469,2
updateQuote,getQuotesByTag,0.774657,3
updateQuote,retrieveQuoteById,0.713418,4
updateQuote,getRandomQuote,0.705694,5
getCurrentPlayerRoster,getPlayerInfo,0.945307,1
getCurrentPlayerRoster,getRank,0.919058,2
getCurrentPlayerRoster,getPlayerStats,0.908983,3
getCurrentPlayerRoster,getTeamRankings,0.882683,4
getCurrentPlayerRoster,getGameScorecard,0.870656,5
getRank,getTeamRankings,0.951019,1
getRank,getCurrentPlayerRoster,0.919058,2
getRank,getPlayerInfo,0.884098,3
getRank,getPlayerStats,0.875068,4
getRank,getGameScorecard,0.846309,5
getGameScorecard,getPlayerInfo,0.883083,1
getGameScorecard,getCurrentPlayerRoster,0.870656,2
getGameScorecard,getPlayerStats,0.854968,3
getGameScorecard,getRank,0.846309,4
getGameScorecard,getTeamRankings,0.82252,5
getPlayerStats,getPlayerInfo,0.922983,1
getPlayerStats,getCurrentPlayerRoster,0.908983,2
getPlayerStats,getTeamRankings,0.876643,3
getPlayerStats,getRank,0.875068,4
getPlayerStats,getMLBPlayerStats,0.863078,5
getPlayerInfo,getCurrentPlayerRoster,0.945307,1
getPlayerInfo,getPlayerStats,0.922983,2
getPlayerInfo,getRank,0.884098,3
getPlayerInfo,getGameScorecard,0.883083,4
getPlayerInfo,getTeamRankings,0.848957,5
getTeamRankings,getRank,0.951019,1
getTeamRankings,getCurrentPlayerRoster,0.882683,2
getTeamRankings,getPlayerStats,0.876643,3
getTeamRankings,getPlayerInfo,0.848957,4
getTeamRankings,getGameScorecard,0.82252,5
searchTenders,subscribeTenderNotifications,0.726057,1
searchTenders,filterArticlesBySource,0.615232,2
searchTenders,saveSearchAndNotify,0.580035,3
searchTenders,searchHistoricalNewspapers,0.557498,4
searchTenders,searchPatents,0.553751,5
getTenderDetails,subscribeTenderNotifications,0.648424,1
getTenderDetails,searchTenders,0.503584,2
getTenderDetails,getWeaponDetails,0.462118,3
getTenderDetails,getCurrencyInfo,0.460889,4
getTenderDetails,getProductDetails,0.447943,5
subscribeTenderNotifications,searchTenders,0.726057,1
subscribeTenderNotifications,getTenderDetails,0.648424,2
subscribeTenderNotifications,getNotifications,0.555198,3
subscribeTenderNotifications,getTaskInfo,0.401961,4
subscribeTenderNotifications,subscribeThreatIntelligence,0.380627,5
getExchangeRate,getHistoricalRates,0.930117,1
getExchangeRate,RetrieveExchangeRate,0.894993,2
getExchangeRate,getAllExchangeRates,0.877591,3
getExchangeRate,convertCurrency,0.840231,4
getExchangeRate,getSupportedCurrencies,0.832116,5
getAllExchangeRates,getSupportedCurrencies,0.895115,1
getAllExchangeRates,getHistoricalRates,0.879908,2
getAllExchangeRates,getExchangeRate,0.877591,3
getAllExchangeRates,convertCurrency,0.835767,4
getAllExchangeRates,getLatestRates,0.788062,5
convertCurrency,getHistoricalRates,0.85957,1
convertCurrency,getSupportedCurrencies,0.844977,2
convertCurrency,getExchangeRate,0.840231,3
convertCurrency,getAllExchangeRates,0.835767,4
convertCurrency,getLatestRates,0.735803,5
getSupportedCurrencies,getAllExchangeRates,0.895115,1
getSupportedCurrencies,getHistoricalRates,0.847014,2
getSupportedCurrencies,convertCurrency,0.844977,3
getSupportedCurrencies,getExchangeRate,0.832116,4
getSupportedCurrencies,getLatestRates,0.776134,5
getHistoricalRates,getExchangeRate,0.930117,1
getHistoricalRates,getAllExchangeRates,0.879908,2
getHistoricalRates,convertCurrency,0.85957,3
getHistoricalRates,getSupportedCurrencies,0.847014,4
getHistoricalRates,RetrieveExchangeRate,0.828145,5
getUserOrderDetails,getOrderDetails,0.733412,1
getUserOrderDetails,getStoreInfo,0.631804,2
getUserOrderDetails,processPayment_by_id,0.525194,3
getUserOrderDetails,placeOrder,0.514715,4
getUserOrderDetails,manageOrder,0.461059,5
searchContent,streamAudioContent,0.761528,1
searchContent,searchMusic,0.673613,2
searchContent,searchSongs,0.641516,3
searchContent,retrieveArtistInfo,0.561555,4
searchContent,getTrackDetails,0.529503,5
streamAudioContent,searchContent,0.761528,1
streamAudioContent,getSongMP3,0.467515,2
streamAudioContent,getTrackInfo,0.464682,3
streamAudioContent,createPlaylist,0.460893,4
streamAudioContent,getArtistInfo,0.452902,5
getWaifuImages,getWaifuDetails,0.81,1
getWaifuImages,createWaifuCollage,0.805493,2
getWaifuImages,createWaifuCollageByImages,0.727608,3
getWaifuImages,searchGIFs,0.573675,4
getWaifuImages,searchPhotos,0.547795,5
getWaifuDetails,createWaifuCollage,0.879385,1
getWaifuDetails,getWaifuImages,0.81,2
getWaifuDetails,createWaifuCollageByImages,0.695638,3
getWaifuDetails,getPhotoDetails,0.626915,4
getWaifuDetails,getGIFDetails,0.626782,5
createWaifuCollage,getWaifuDetails,0.879385,1
createWaifuCollage,getWaifuImages,0.805493,2
createWaifuCollage,createWaifuCollageByImages,0.749841,3
createWaifuCollage,searchPhotos,0.587727,4
createWaifuCollage,searchGIFs,0.56606,5
generateRandomString,generateRandomDate,0.909315,1
generateRandomString,generateRandomNumber,0.907298,2
generateRandomString,generateRandomTime,0.874038,3
generateRandomString,generateRandomBytes,0.750423,4
generateRandomString,generateStringWithCharset,0.731847,5
generateRandomNumber,generateRandomDate,0.923274,1
generateRandomNumber,generateRandomString,0.907298,2
generateRandomNumber,generateRandomTime,0.852529,3
generateRandomNumber,generateCryptographicallySecureNumber,0.708969,4
generateRandomNumber,generateRandomBytes,0.655748,5
generateRandomDate,generateRandomNumber,0.923274,1
generateRandomDate,generateRandomString,0.909315,2
generateRandomDate,generateRandomTime,0.856364,3
generateRandomDate,generateCryptographicallySecureNumber,0.623626,4
generateRandomDate,generateRandomBytes,0.62308,5
generateRandomTime,generateRandomString,0.874038,1
generateRandomTime,generateRandomDate,0.856364,2
generateRandomTime,generateRandomNumber,0.852529,3
generateRandomTime,generateRandomBytes,0.663517,4
generateRandomTime,generateCryptographicallySecureNumber,0.631805,5
searchProviders,updateProviderInfo,0.766482,1
searchProviders,getProviderDetails,0.743097,2
searchProviders,searchLocations,0.526746,3
searchProviders,searchTenders,0.525052,4
searchProviders,searchProducts,0.520578,5
getProviderDetails,updateProviderInfo,0.88947,1
getProviderDetails,searchProviders,0.743097,2
getProviderDetails,updateSecurityRecord,0.488995,3
getProviderDetails,retrieveSecurityInfo,0.484947,4
getProviderDetails,getNumberInformation,0.458117,5
updateProviderInfo,getProviderDetails,0.88947,1
updateProviderInfo,searchProviders,0.766482,2
updateProviderInfo,updateUserProfile,0.512802,3
updateProviderInfo,updateSecurityRecord,0.509443,4
updateProviderInfo,getNumberInformation,0.449949,5
shortenUrl,getMetrics,0.799481,1
shortenUrl,retrieveOriginalUrl,0.755324,2
shortenUrl,organizeCampaign,0.742375,3
shortenUrl,generateShortUrl,0.713339,4
shortenUrl,createShortUrl,0.702122,5
getMetrics,shortenUrl,0.799481,1
getMetrics,retrieveOriginalUrl,0.71167,2
getMetrics,organizeCampaign,0.702684,3
getMetrics,createShortLink,0.665553,4
getMetrics,listShortLinks,0.63684,5
organizeCampaign,shortenUrl,0.742375,1
organizeCampaign,getMetrics,0.702684,2
organizeCampaign,expandUrl,0.669471,3
organizeCampaign,createShortLink,0.668321,4
organizeCampaign,retrieveOriginalUrl,0.631948,5
getRandomActivity,recommandActivities,0.754201,1
getRandomActivity,enrichActivities,0.727344,2
getRandomActivity,getActivitiesByCategory,0.724433,3
getRandomActivity,searchActivities,0.656318,4
getRandomActivity,getRandomAdvice,0.552401,5
getActivitiesByCategory,recommandActivities,0.857932,1
getActivitiesByCategory,enrichActivities,0.841297,2
getActivitiesByCategory,searchActivities,0.768321,3
getActivitiesByCategory,getRandomActivity,0.724433,4
getActivitiesByCategory,getShowDetail,0.51584,5
searchActivities,recommandActivities,0.816399,1
searchActivities,getActivitiesByCategory,0.768321,2
searchActivities,enrichActivities,0.75852,3
searchActivities,getRandomActivity,0.656318,4
searchActivities,searchChapters,0.559794,5
recommandActivities,enrichActivities,0.92373,1
recommandActivities,getActivitiesByCategory,0.857932,2
recommandActivities,searchActivities,0.816399,3
recommandActivities,getRandomActivity,0.754201,4
recommandActivities,searchChapters,0.477983,5
enrichActivities,recommandActivities,0.92373,1
enrichActivities,getActivitiesByCategory,0.841297,2
enrichActivities,searchActivities,0.75852,3
enrichActivities,getRandomActivity,0.727344,4
enrichActivities,getShowDetail,0.458443,5
validateAddress,addGeocode,0.786846,1
validateAddress,suggestAddresses,0.729256,2
validateAddress,geocodeAddress,0.695274,3
validateAddress,batchGeocodeAddresses,0.635578,4
validateAddress,parseAddress,0.628215,5
addGeocode,validateAddress,0.786846,1
addGeocode,batchGeocodeAddresses,0.705244,2
addGeocode,geocodeAddress,0.698436,3
addGeocode,suggestAddresses,0.670346,4
addGeocode,parseAddress,0.651844,5
suggestAddresses,validateAddress,0.729256,1
suggestAddresses,autocompleteAddress,0.711233,2
suggestAddresses,addGeocode,0.670346,3
suggestAddresses,geocodeAddress,0.5714,4
suggestAddresses,geocode,0.542191,5
searchSongs,searchMusic,0.80275,1
searchSongs,getSongDetails,0.729502,2
searchSongs,getSongMP3,0.723001,3
searchSongs,retrieveArtistInfo,0.667523,4
searchSongs,getAlbumInfo,0.656959,5
getSongDetails,getSongMP3,0.887229,1
getSongDetails,searchSongs,0.729502,2
getSongDetails,GetMusicTrackDetails,0.699543,3
getSongDetails,getTrackDetails,0.644585,4
getSongDetails,getArtistMetadata,0.631377,5
getSongMP3,getSongDetails,0.887229,1
getSongMP3,searchSongs,0.723001,2
getSongMP3,GetMusicTrackDetails,0.612338,3
getSongMP3,getArtistInfo,0.593323,4
getSongMP3,getArtistMetadata,0.591753,5
createWaifuCollageByImages,createWaifuCollage,0.749841,1
createWaifuCollageByImages,getWaifuImages,0.727608,2
createWaifuCollageByImages,getWaifuDetails,0.695638,3
createWaifuCollageByImages,getRandomPhoto,0.484124,4
createWaifuCollageByImages,randomGIF,0.467584,5
searchAuthorsArticles,getArticleByAuthor,0.629251,1
searchAuthorsArticles,searchWorks,0.610491,2
searchAuthorsArticles,searchArtists,0.566764,3
searchAuthorsArticles,GetArticleMetadata,0.533076,4
searchAuthorsArticles,listQuotesByAuthor,0.521714,5
retrieveCompanyInfo,getTaxInfo,0.883277,1
retrieveCompanyInfo,checkShareholders,0.848919,2
retrieveCompanyInfo,getCompanyInfo,0.58859,3
retrieveCompanyInfo,getCompanyJob,0.545598,4
retrieveCompanyInfo,getJobDetailsById,0.521462,5
getTaxInfo,retrieveCompanyInfo,0.883277,1
getTaxInfo,checkShareholders,0.850421,2
getTaxInfo,getCompanyInfo,0.495745,3
getTaxInfo,getPatentStatus,0.49531,4
getTaxInfo,getPublicFinanceInfo,0.470521,5
checkShareholders,getTaxInfo,0.850421,1
checkShareholders,retrieveCompanyInfo,0.848919,2
checkShareholders,getPatentStatus,0.446883,3
checkShareholders,getCompanyInfo,0.43244,4
checkShareholders,getCompanyProfile,0.425566,5
getRealTimeSensorData,getHistoricalSensorData,0.899327,1
getRealTimeSensorData,getCityDataVisualization,0.8438,2
getRealTimeSensorData,accessCityDataFromAnywhere,0.837248,3
getRealTimeSensorData,integrateCityDataWithApps,0.801853,4
getRealTimeSensorData,getRealtimeCityAQI,0.753052,5
getHistoricalSensorData,getRealTimeSensorData,0.899327,1
getHistoricalSensorData,getCityDataVisualization,0.833986,2
getHistoricalSensorData,accessCityDataFromAnywhere,0.831775,3
getHistoricalSensorData,integrateCityDataWithApps,0.779887,4
getHistoricalSensorData,getHistoricalCityAQI,0.771868,5
getCityDataVisualization,accessCityDataFromAnywhere,0.907244,1
getCityDataVisualization,integrateCityDataWithApps,0.896723,2
getCityDataVisualization,getRealTimeSensorData,0.8438,3
getCityDataVisualization,getHistoricalSensorData,0.833986,4
getCityDataVisualization,getRealtimeCityAQI,0.688472,5
accessCityDataFromAnywhere,getCityDataVisualization,0.907244,1
accessCityDataFromAnywhere,integrateCityDataWithApps,0.884554,2
accessCityDataFromAnywhere,getRealTimeSensorData,0.837248,3
accessCityDataFromAnywhere,getHistoricalSensorData,0.831775,4
accessCityDataFromAnywhere,getRealtimeCityAQI,0.717634,5
integrateCityDataWithApps,getCityDataVisualization,0.896723,1
integrateCityDataWithApps,accessCityDataFromAnywhere,0.884554,2
integrateCityDataWithApps,getRealTimeSensorData,0.801853,3
integrateCityDataWithApps,getHistoricalSensorData,0.779887,4
integrateCityDataWithApps,getRealtimeCityAQI,0.659787,5
searchProducts,locateStores,0.865814,1
searchProducts,getUserData,0.770146,2
searchProducts,getRecipes,0.739797,3
searchProducts,searchStore,0.721038,4
searchProducts,searchLocations,0.661866,5
locateStores,searchProducts,0.865814,1
locateStores,searchStore,0.763821,2
locateStores,getUserData,0.751722,3
locateStores,getRecipes,0.7382,4
locateStores,searchLocations,0.661249,5
getRecipes,getUserData,0.75189,1
getRecipes,searchProducts,0.739797,2
getRecipes,locateStores,0.7382,3
getRecipes,searchTacos,0.583835,4
getRecipes,getTacoDetails,0.572329,5
getUserData,searchProducts,0.770146,1
getUserData,getRecipes,0.75189,2
getUserData,locateStores,0.751722,3
getUserData,searchStore,0.645281,4
getUserData,getGlobalData,0.590715,5
getPopulationStatistics,createDataVisualization,0.832155,1
getPopulationStatistics,searchGovernmentData,0.826636,2
getPopulationStatistics,getDutchPopulationStatistics,0.745167,3
getPopulationStatistics,getStatistics,0.690984,4
getPopulationStatistics,getLatestUpdates,0.588305,5
searchGovernmentData,getPopulationStatistics,0.826636,1
searchGovernmentData,createDataVisualization,0.775458,2
searchGovernmentData,searchNearbyLocation,0.70792,3
searchGovernmentData,getDutchPopulationStatistics,0.675801,4
searchGovernmentData,getStatistics,0.670981,5
createDataVisualization,getPopulationStatistics,0.832155,1
createDataVisualization,searchGovernmentData,0.775458,2
createDataVisualization,getStatistics,0.659067,3
createDataVisualization,getDutchPopulationStatistics,0.64333,4
createDataVisualization,getLatestUpdates,0.595032,5
getTrafficAlerts,getRoadConditions,0.852144,1
getTrafficAlerts,getCameraImages,0.845166,2
getTrafficAlerts,planRoute,0.837553,3
getTrafficAlerts,getTrafficData,0.507104,4
getTrafficAlerts,getWeatherAlerts,0.491969,5
getRoadConditions,planRoute,0.895995,1
getRoadConditions,getTrafficAlerts,0.852144,2
getRoadConditions,getCameraImages,0.844214,3
getRoadConditions,getTrafficData,0.563667,4
getRoadConditions,getBusRoutes,0.55383,5
planRoute,getRoadConditions,0.895995,1
planRoute,getCameraImages,0.845161,2
planRoute,getTrafficAlerts,0.837553,3
planRoute,getTrafficData,0.542131,4
planRoute,getBusRoutes,0.523825,5
getCameraImages,getTrafficAlerts,0.845166,1
getCameraImages,planRoute,0.845161,2
getCameraImages,getRoadConditions,0.844214,3
getCameraImages,getTrafficData,0.510823,4
getCameraImages,getTrafficInfo,0.46758,5
geocode,reverseGeocode,0.794328,1
geocode,LatLonToLocation,0.764572,2
geocode,getRoute,0.709174,3
geocode,getTrafficInfo,0.707436,4
geocode,calculateRoute,0.687157,5
getRoute,LatLonToLocation,0.811567,1
getRoute,calculateRoute,0.755301,2
getRoute,geocode,0.709174,3
getRoute,ReverseGeocoding,0.666046,4
getRoute,getDirections,0.663821,5
getTrafficInfo,LatLonToLocation,0.714606,1
getTrafficInfo,geocode,0.707436,2
getTrafficInfo,reverseGeocode,0.705382,3
getTrafficInfo,getRoute,0.663345,4
getTrafficInfo,getIsochrones,0.610947,5
reverseGeocode,geocode,0.794328,1
reverseGeocode,ReverseGeocoding,0.771916,2
reverseGeocode,reverseGeocodeCoordinates,0.740896,3
reverseGeocode,LatLonToLocation,0.712471,4
reverseGeocode,getTrafficInfo,0.705382,5
LatLonToLocation,getRoute,0.811567,1
LatLonToLocation,geocode,0.764572,2
LatLonToLocation,ReverseGeocoding,0.747565,3
LatLonToLocation,getTrafficInfo,0.714606,4
LatLonToLocation,calculateRoute,0.713813,5
getSynonyms,getWordSynonyms,0.833734,1
getSynonyms,getSynonymsAntonyms,0.748283,2
getSynonyms,getWordExamples,0.689841,3
getSynonyms,getWordPartOfSpeech,0.672326,4
getSynonyms,getWordDefinition,0.671842,5
checkTrademarkAvailability,getSynonyms,0.584827,1
checkTrademarkAvailability,translateWord,0.475594,2
checkTrademarkAvailability,getWordDefinitions,0.453217,3
checkTrademarkAvailability,getWordPartOfSpeech,0.442516,4
checkTrademarkAvailability,getSynonymsAntonyms,0.440829,5
getWordImages,getWordExamples,0.600115,1
getWordImages,getWordDefinition,0.577723,2
getWordImages,searchPhotos,0.575302,3
getWordImages,getWordDefinitions,0.56509,4
getWordImages,getWordPartOfSpeech,0.549951,5
queryMalwareData,retrieveMalwareDetails,0.841136,1
queryMalwareData,submitMalwareSample,0.819618,2
queryMalwareData,checkUrlsSafety,0.495251,3
queryMalwareData,queryDNS,0.457347,4
queryMalwareData,generateHash,0.444063,5
retrieveMalwareDetails,submitMalwareSample,0.852921,1
retrieveMalwareDetails,queryMalwareData,0.841136,2
retrieveMalwareDetails,RetrieveArXivArticleMetadata,0.494732,3
retrieveMalwareDetails,reportSuspiciousActivity,0.493646,4
retrieveMalwareDetails,getEntityDetails,0.480345,5
submitMalwareSample,retrieveMalwareDetails,0.852921,1
submitMalwareSample,queryMalwareData,0.819618,2
submitMalwareSample,reportSuspiciousActivity,0.498418,3
submitMalwareSample,processPayment,0.470122,4
submitMalwareSample,checkUrlsSafety,0.447629,5
analyzeSentiment,extractEntities,0.849075,1
analyzeSentiment,summarizeText,0.822597,2
analyzeSentiment,classifyText,0.805362,3
analyzeSentiment,categorizeContent,0.76895,4
analyzeSentiment,refineDataset,0.742824,5
categorizeContent,classifyText,0.958435,1
categorizeContent,extractEntities,0.816366,2
categorizeContent,analyzeSentiment,0.76895,3
categorizeContent,summarizeText,0.744853,4
categorizeContent,refineDataset,0.695954,5
extractEntities,analyzeSentiment,0.849075,1
extractEntities,classifyText,0.8459,2
extractEntities,categorizeContent,0.816366,3
extractEntities,summarizeText,0.790521,4
extractEntities,refineDataset,0.740084,5
summarizeText,analyzeSentiment,0.822597,1
summarizeText,extractEntities,0.790521,2
summarizeText,classifyText,0.768617,3
summarizeText,categorizeContent,0.744853,4
summarizeText,refineDataset,0.694743,5
classifyText,categorizeContent,0.958435,1
classifyText,extractEntities,0.8459,2
classifyText,analyzeSentiment,0.805362,3
classifyText,summarizeText,0.768617,4
classifyText,refineDataset,0.724674,5
refineDataset,analyzeSentiment,0.742824,1
refineDataset,extractEntities,0.740084,2
refineDataset,classifyText,0.724674,3
refineDataset,categorizeContent,0.695954,4
refineDataset,summarizeText,0.694743,5
checkUrlSafety,getUrlThreatDetails,0.935671,1
checkUrlSafety,checkUrlsSafety,0.818999,2
checkUrlSafety,generateSecureString,0.550335,3
checkUrlSafety,checkReputation,0.547958,4
checkUrlSafety,verifyLink,0.479869,5
getUrlThreatDetails,checkUrlSafety,0.935671,1
getUrlThreatDetails,checkUrlsSafety,0.830828,2
getUrlThreatDetails,generateSecureString,0.534588,3
getUrlThreatDetails,checkReputation,0.51632,4
getUrlThreatDetails,reportSuspiciousActivity,0.493518,5
getCandidateData,getCandidatePositions,0.91651,1
getCandidateData,getElectoralVotes,0.873404,2
getCandidateData,getElectionUpdates,0.853022,3
getCandidateData,getVotingStatistics,0.850994,4
getCandidateData,getDutchPopulationStatistics,0.439416,5
getElectoralVotes,getVotingStatistics,0.87716,1
getElectoralVotes,getCandidateData,0.873404,2
getElectoralVotes,getCandidatePositions,0.85375,3
getElectoralVotes,getElectionUpdates,0.837741,4
getElectoralVotes,getDutchPopulationStatistics,0.361877,5
getElectionUpdates,getCandidateData,0.853022,1
getElectionUpdates,getElectoralVotes,0.837741,2
getElectionUpdates,getCandidatePositions,0.824528,3
getElectionUpdates,getVotingStatistics,0.769247,4
getElectionUpdates,getLatestUpdates,0.3611,5
getCandidatePositions,getCandidateData,0.91651,1
getCandidatePositions,getElectoralVotes,0.85375,2
getCandidatePositions,getVotingStatistics,0.841514,3
getCandidatePositions,getElectionUpdates,0.824528,4
getCandidatePositions,getDivisionDetails,0.42501,5
getVotingStatistics,getElectoralVotes,0.87716,1
getVotingStatistics,getCandidateData,0.850994,2
getVotingStatistics,getCandidatePositions,0.841514,3
getVotingStatistics,getElectionUpdates,0.769247,4
getVotingStatistics,getDutchPopulationStatistics,0.485381,5
getTrainSchedule,getTrainDisruptions,0.923007,1
getTrainSchedule,trackTrainLocation,0.875127,2
